dataset,attack,alpha,round,n_flagged,n_rescued,n_rescued_correct,n_rescued_wrong
cifar-10,minmax,1.0,42,2,2.0,2.0,0.0
cifar-10,minmax,1.0,43,1,1.0,1.0,0.0
cifar-10,minmax,1.0,44,2,2.0,2.0,0.0
cifar-10,minmax,1.0,46,2,2.0,2.0,0.0
cifar-10,minmax,1.0,47,1,1.0,1.0,0.0
cifar-10,minmax,1.0,48,1,1.0,1.0,0.0
cifar-10,minmax,1.0,50,2,2.0,2.0,0.0
cifar-10,none,0.5,11,2,2.0,2.0,0.0
cifar-10,none,0.5,12,3,3.0,3.0,0.0
cifar-10,none,0.5,13,4,4.0,4.0,0.0
cifar-10,none,0.5,14,3,3.0,3.0,0.0
cifar-10,none,0.5,15,6,6.0,6.0,0.0
cifar-10,none,0.5,17,1,1.0,1.0,0.0
cifar-10,none,0.5,18,3,3.0,3.0,0.0
cifar-10,none,0.5,19,1,1.0,1.0,0.0
cifar-10,none,0.5,20,9,9.0,9.0,0.0
cifar-10,none,0.5,21,2,2.0,2.0,0.0
cifar-10,none,0.5,22,4,4.0,4.0,0.0
cifar-10,none,0.5,23,3,3.0,3.0,0.0
cifar-10,none,0.5,24,3,3.0,3.0,0.0
cifar-10,none,0.5,25,6,6.0,6.0,0.0
cifar-10,none,0.5,26,3,3.0,3.0,0.0
cifar-10,none,0.5,27,5,5.0,5.0,0.0
cifar-10,none,0.5,28,2,2.0,2.0,0.0
cifar-10,none,0.5,29,2,2.0,2.0,0.0
cifar-10,none,0.5,30,2,2.0,2.0,0.0
cifar-10,none,0.5,31,5,5.0,5.0,0.0
cifar-10,none,0.5,32,4,4.0,4.0,0.0
cifar-10,none,0.5,33,4,4.0,4.0,0.0
cifar-10,none,0.5,34,2,2.0,2.0,0.0
cifar-10,none,0.5,35,2,2.0,2.0,0.0
cifar-10,none,0.5,36,4,4.0,4.0,0.0
cifar-10,none,0.5,37,4,4.0,4.0,0.0
cifar-10,none,0.5,38,3,3.0,3.0,0.0
cifar-10,none,0.5,39,5,5.0,5.0,0.0
cifar-10,none,0.5,40,3,3.0,3.0,0.0
cifar-10,none,0.5,41,3,3.0,3.0,0.0
cifar-10,none,0.5,42,4,4.0,4.0,0.0
cifar-10,none,0.5,43,2,2.0,2.0,0.0
cifar-10,none,0.5,44,3,3.0,3.0,0.0
cifar-10,none,0.5,45,3,3.0,3.0,0.0
cifar-10,none,0.5,46,3,3.0,3.0,0.0
cifar-10,none,0.5,47,4,4.0,4.0,0.0
cifar-10,none,0.5,48,3,3.0,3.0,0.0
cifar-10,none,0.5,49,4,4.0,4.0,0.0
cifar-10,none,0.5,50,2,2.0,2.0,0.0
cifar-10,none,1.0,11,1,1.0,1.0,0.0
cifar-10,none,1.0,12,2,2.0,2.0,0.0
cifar-10,none,1.0,13,3,3.0,3.0,0.0
cifar-10,none,1.0,15,2,2.0,2.0,0.0
cifar-10,none,1.0,16,1,1.0,1.0,0.0
cifar-10,none,1.0,17,1,1.0,1.0,0.0
cifar-10,none,1.0,19,2,2.0,2.0,0.0
cifar-10,none,1.0,20,1,1.0,1.0,0.0
cifar-10,none,1.0,21,1,1.0,1.0,0.0
cifar-10,none,1.0,23,2,2.0,2.0,0.0
cifar-10,none,1.0,24,2,2.0,2.0,0.0
cifar-10,none,1.0,25,2,2.0,2.0,0.0
cifar-10,none,1.0,26,1,1.0,1.0,0.0
cifar-10,none,1.0,27,2,2.0,2.0,0.0
cifar-10,none,1.0,28,1,1.0,1.0,0.0
cifar-10,none,1.0,29,1,1.0,1.0,0.0
cifar-10,none,1.0,30,1,1.0,1.0,0.0
cifar-10,none,1.0,31,1,1.0,1.0,0.0
cifar-10,none,1.0,33,2,2.0,2.0,0.0
cifar-10,none,1.0,34,1,1.0,1.0,0.0
cifar-10,none,1.0,35,2,2.0,2.0,0.0
cifar-10,none,1.0,36,1,1.0,1.0,0.0
cifar-10,none,1.0,37,1,1.0,1.0,0.0
cifar-10,none,1.0,38,3,3.0,3.0,0.0
cifar-10,none,1.0,40,2,2.0,2.0,0.0
cifar-10,none,1.0,41,2,2.0,2.0,0.0
cifar-10,none,1.0,42,1,1.0,1.0,0.0
cifar-10,none,1.0,44,1,1.0,1.0,0.0
cifar-10,none,1.0,46,1,1.0,1.0,0.0
cifar-10,none,1.0,47,3,3.0,3.0,0.0
cifar-10,none,1.0,48,1,1.0,1.0,0.0
cifar-10,none,1.0,49,1,1.0,1.0,0.0
cifar-10,none,1.0,50,1,1.0,1.0,0.0
cifar-10,on_off,0.1,11,2,0.0,0.0,0.0
cifar-10,on_off,0.1,12,2,2.0,1.0,1.0
cifar-10,on_off,0.1,13,2,0.0,0.0,0.0
cifar-10,on_off,0.1,14,4,3.0,1.0,2.0
cifar-10,on_off,0.1,15,2,0.0,0.0,0.0
cifar-10,on_off,0.1,16,3,0.0,0.0,0.0
cifar-10,on_off,0.1,17,1,0.0,0.0,0.0
cifar-10,on_off,0.1,18,3,0.0,0.0,0.0
cifar-10,on_off,0.1,20,1,0.0,0.0,0.0
cifar-10,on_off,0.1,21,5,1.0,0.0,1.0
cifar-10,on_off,0.1,22,2,0.0,0.0,0.0
cifar-10,on_off,0.1,23,2,0.0,0.0,0.0
cifar-10,on_off,0.1,25,1,0.0,0.0,0.0
cifar-10,on_off,0.1,26,3,0.0,0.0,0.0
cifar-10,on_off,0.1,28,1,1.0,1.0,0.0
cifar-10,on_off,0.1,29,2,1.0,0.0,1.0
cifar-10,on_off,0.1,30,2,0.0,0.0,0.0
cifar-10,on_off,0.1,31,1,1.0,1.0,0.0
cifar-10,on_off,0.1,33,2,0.0,0.0,0.0
cifar-10,on_off,0.1,34,1,0.0,0.0,0.0
cifar-10,on_off,0.1,35,3,1.0,1.0,0.0
cifar-10,on_off,0.1,37,1,0.0,0.0,0.0
cifar-10,on_off,0.1,38,1,1.0,1.0,0.0
cifar-10,on_off,0.1,40,4,0.0,0.0,0.0
cifar-10,on_off,0.1,41,2,0.0,0.0,0.0
cifar-10,on_off,0.1,42,2,0.0,0.0,0.0
cifar-10,on_off,0.1,43,3,0.0,0.0,0.0
cifar-10,on_off,0.1,44,1,0.0,0.0,0.0
cifar-10,on_off,0.1,45,2,0.0,0.0,0.0
cifar-10,on_off,0.1,47,2,0.0,0.0,0.0
cifar-10,on_off,0.1,48,2,0.0,0.0,0.0
cifar-10,on_off,0.1,49,4,2.0,2.0,0.0
cifar-10,on_off,0.1,50,4,0.0,0.0,0.0
cifar-10,on_off,0.25,11,2,1.0,0.0,1.0
cifar-10,on_off,0.25,13,1,1.0,0.0,1.0
cifar-10,on_off,0.25,14,3,2.0,0.0,2.0
cifar-10,on_off,0.25,15,2,0.0,0.0,0.0
cifar-10,on_off,0.25,16,1,1.0,0.0,1.0
cifar-10,on_off,0.25,17,2,1.0,0.0,1.0
cifar-10,on_off,0.25,18,1,0.0,0.0,0.0
cifar-10,on_off,0.25,19,3,2.0,0.0,2.0
cifar-10,on_off,0.25,20,1,0.0,0.0,0.0
cifar-10,on_off,0.25,21,3,2.0,0.0,2.0
cifar-10,on_off,0.25,22,2,2.0,0.0,2.0
cifar-10,on_off,0.25,23,2,2.0,0.0,2.0
cifar-10,on_off,0.25,24,3,3.0,0.0,3.0
cifar-10,on_off,0.25,25,1,0.0,0.0,0.0
cifar-10,on_off,0.25,26,1,1.0,1.0,0.0
cifar-10,on_off,0.25,27,1,1.0,0.0,1.0
cifar-10,on_off,0.25,28,2,2.0,0.0,2.0
cifar-10,on_off,0.25,30,2,0.0,0.0,0.0
cifar-10,on_off,0.25,31,1,1.0,0.0,1.0
cifar-10,on_off,0.25,32,1,1.0,0.0,1.0
cifar-10,on_off,0.25,33,2,2.0,0.0,2.0
cifar-10,on_off,0.25,34,2,2.0,1.0,1.0
cifar-10,on_off,0.25,35,1,0.0,0.0,0.0
cifar-10,on_off,0.25,36,1,1.0,0.0,1.0
cifar-10,on_off,0.25,37,1,1.0,0.0,1.0
