dataset,attack,alpha,seed,round,n_total,n_attacker_gt,n_l1_rejected,n_l1_flagged,n_l1_accepted,n_l2_rejected,n_final_rejected,n_accepted_for_aggregation,n_total_true,accuracy,GDS,H,theta_adj_signal,n_rescued,n_confirmed,n_flagged_from_l1_summary,l1_median,l1_mad,l1_thr_reject,l1_thr_flag,l2_thr_distance,l2_thr_cosine
cifar-10,alie,0.25,123,29,24,9.0,0,1,23,2,2,22.0,24.0,0.666,0.2188,0.1123,0.2008,1.0,0.0,1.0,131.1083,29.6563,249.7334,220.0771,122.47,0.8
cifar-10,alie,0.25,123,30,24,5.0,2,0,22,4,4,20.0,24.0,0.662,0.2519,0.1332,0.2008,0.0,0.0,0.0,125.3419,26.2489,230.3375,204.0886,134.36,0.8
cifar-10,alie,0.25,123,31,24,9.0,1,0,23,4,4,20.0,24.0,0.682,0.2039,0.0994,0.2008,0.0,0.0,0.0,125.2128,26.0921,229.5812,203.4891,135.91,0.8
cifar-10,alie,0.25,123,32,24,7.0,2,1,21,4,4,20.0,24.0,0.6525,0.1852,0.1066,0.2008,1.0,0.0,1.0,125.3517,20.3542,206.7684,186.4142,131.71,0.8
cifar-10,alie,0.25,123,33,24,7.0,1,1,22,5,5,19.0,24.0,0.661,0.2854,0.1192,0.2008,1.0,0.0,1.0,125.1124,32.9417,256.8791,223.9374,147.35,0.8
cifar-10,alie,0.25,123,34,24,7.0,1,1,22,2,2,22.0,24.0,0.69,0.1995,0.1031,0.2008,1.0,0.0,1.0,128.4972,33.069,260.773,227.7041,135.0,0.8
cifar-10,alie,0.25,123,35,24,6.0,0,0,24,1,1,23.0,24.0,0.668,0.1936,0.1037,0.2008,0.0,0.0,0.0,134.1436,28.4571,247.9718,219.5148,128.8,0.8
cifar-10,alie,0.25,123,36,24,9.0,0,1,23,1,1,23.0,24.0,0.686,0.1868,0.1118,0.2008,1.0,0.0,1.0,134.4971,30.3513,255.9025,225.5512,133.93,0.8
cifar-10,alie,0.25,123,37,24,8.0,1,1,22,5,5,19.0,24.0,0.6815,0.2321,0.1009,0.2008,1.0,0.0,1.0,120.3393,30.046,240.5231,210.4772,137.63,0.8
cifar-10,alie,0.25,123,38,24,10.0,0,1,23,4,4,20.0,24.0,0.627,0.2184,0.1201,0.2008,1.0,0.0,1.0,127.6794,32.7634,258.7331,225.9697,148.13,0.8
cifar-10,alie,0.25,123,39,24,7.0,0,1,23,2,2,22.0,24.0,0.6525,0.2094,0.1132,0.2008,1.0,0.0,1.0,125.9004,30.8782,249.4133,218.5351,139.71,0.8
cifar-10,alie,0.25,123,40,24,6.0,1,1,22,4,4,20.0,24.0,0.6885,0.1631,0.1136,0.2008,1.0,0.0,1.0,126.3755,23.8634,221.829,197.9656,115.92,0.8
cifar-10,alie,0.25,123,41,24,7.0,1,0,23,3,3,21.0,24.0,0.6675,0.2711,0.1065,0.2008,0.0,0.0,0.0,141.2022,31.8594,268.6399,236.7805,143.26,0.8
cifar-10,alie,0.25,123,42,24,6.0,1,0,23,4,4,20.0,24.0,0.683,0.2493,0.1142,0.2008,0.0,0.0,0.0,130.3352,29.3648,247.7944,218.4296,149.01,0.8
cifar-10,alie,0.25,123,43,24,8.0,1,1,22,3,3,21.0,24.0,0.686,0.2088,0.0912,0.2008,1.0,0.0,1.0,133.7236,30.8171,256.9921,226.175,149.91,0.8
cifar-10,alie,0.25,123,44,24,7.0,0,1,23,1,1,23.0,24.0,0.7055,0.1744,0.103,0.2008,1.0,0.0,1.0,134.2982,31.6368,260.8455,229.2087,129.22,0.8
cifar-10,alie,0.25,123,45,24,9.0,0,1,23,2,2,22.0,24.0,0.688,0.2325,0.1061,0.2008,1.0,0.0,1.0,134.9069,27.2199,243.7866,216.5667,140.07,0.8
cifar-10,alie,0.25,123,46,24,7.0,0,1,23,1,1,23.0,24.0,0.6895,0.2286,0.1128,0.2008,1.0,0.0,1.0,131.2553,30.467,253.1234,222.6564,133.67,0.8
cifar-10,alie,0.25,123,47,24,10.0,0,0,24,2,2,22.0,24.0,0.674,0.2111,0.1047,0.2008,0.0,0.0,0.0,133.9585,36.9367,281.7052,244.7685,144.8,0.8
cifar-10,alie,0.25,123,48,24,8.0,1,0,23,2,2,22.0,24.0,0.6675,0.1345,0.1057,0.2008,0.0,0.0,0.0,131.764,18.6603,206.4053,187.7449,124.22,0.8
cifar-10,alie,0.25,123,49,24,10.0,0,0,24,3,3,21.0,24.0,0.6965,0.1627,0.1042,0.2008,0.0,0.0,0.0,125.3848,30.812,248.6329,217.8209,132.0,0.8
cifar-10,alie,0.25,123,50,24,8.0,0,1,23,3,3,21.0,24.0,0.7065,0.1648,0.1233,0.2008,1.0,0.0,1.0,128.2859,27.843,239.6579,211.8149,140.25,0.8
cifar-10,alie,0.25,42,11,24,6.0,0,1,23,0,0,24.0,24.0,0.4175,0.1692,0.1399,0.1895,1.0,0.0,1.0,123.9321,24.0647,220.191,196.1263,109.86,0.8
cifar-10,alie,0.25,42,12,24,6.0,1,0,23,2,2,22.0,24.0,0.3945,0.1617,0.1394,0.1895,0.0,0.0,0.0,125.9372,24.3888,223.4924,199.1036,104.85,0.8
cifar-10,alie,0.25,42,13,24,5.0,1,1,22,1,1,23.0,24.0,0.453,0.1716,0.1121,0.1895,1.0,0.0,1.0,130.0481,24.9439,229.8238,204.8799,116.83,0.8
cifar-10,alie,0.25,42,14,24,8.0,1,1,22,1,1,23.0,24.0,0.437,0.1585,0.1194,0.1895,1.0,0.0,1.0,133.9969,28.9537,249.8118,220.8581,125.33,0.8
cifar-10,alie,0.25,42,15,24,9.0,2,1,21,3,3,21.0,24.0,0.4965,0.1199,0.1375,0.1895,1.0,0.0,1.0,135.9159,20.0934,216.2895,196.1961,112.57,0.8
cifar-10,alie,0.25,42,16,24,7.0,0,1,23,1,1,23.0,24.0,0.481,0.1967,0.1193,0.1895,1.0,0.0,1.0,131.1461,31.2087,255.9811,224.7723,120.65,0.8
cifar-10,alie,0.25,42,17,24,7.0,1,0,23,2,2,22.0,24.0,0.464,0.1944,0.1156,0.1895,0.0,0.0,0.0,134.7849,34.0438,270.9601,236.9163,131.4,0.8
cifar-10,alie,0.25,42,18,24,6.0,1,1,22,2,2,22.0,24.0,0.5125,0.1736,0.1263,0.1895,1.0,0.0,1.0,134.679,25.8267,237.9859,212.1592,124.9,0.8
cifar-10,alie,0.25,42,19,24,10.0,0,1,23,0,0,24.0,24.0,0.522,0.2401,0.1299,0.1895,1.0,0.0,1.0,131.3573,34.5962,269.7422,235.1459,141.24,0.8
cifar-10,alie,0.25,42,20,24,9.0,1,0,23,2,2,22.0,24.0,0.552,0.1847,0.1397,0.1895,0.0,0.0,0.0,127.3811,33.3419,260.7489,227.4069,139.39,0.8
cifar-10,alie,0.25,42,21,24,8.0,0,1,23,2,2,22.0,24.0,0.569,0.2125,0.1385,0.1895,1.0,0.0,1.0,126.4864,32.3931,256.059,223.6658,126.98,0.8
cifar-10,alie,0.25,42,22,24,10.0,1,1,22,1,1,23.0,24.0,0.5995,0.1917,0.1163,0.1895,1.0,0.0,1.0,129.6433,32.8156,260.9059,228.0903,120.42,0.8
cifar-10,alie,0.25,42,23,24,4.0,1,1,22,5,5,19.0,24.0,0.5655,0.1987,0.1307,0.1895,0.0,1.0,1.0,114.431,30.4507,236.2337,205.7831,116.43,0.8
cifar-10,alie,0.25,42,24,24,6.0,1,0,23,4,4,20.0,24.0,0.5605,0.2213,0.1223,0.1895,0.0,0.0,0.0,130.9758,36.7093,277.8132,241.1038,142.36,0.8
cifar-10,alie,0.25,42,25,24,7.0,1,1,22,1,1,23.0,24.0,0.5665,0.1446,0.1161,0.1895,1.0,0.0,1.0,138.5286,28.4328,252.26,223.8271,122.05,0.8
cifar-10,alie,0.25,42,26,24,7.0,1,1,22,3,3,21.0,24.0,0.6225,0.2389,0.111,0.1895,1.0,0.0,1.0,139.3099,31.5707,265.5929,234.0221,139.46,0.8
cifar-10,alie,0.25,42,27,24,9.0,0,0,24,3,3,21.0,24.0,0.5935,0.2078,0.1273,0.1895,0.0,0.0,0.0,131.7531,30.1293,252.2702,222.1409,138.04,0.8
cifar-10,alie,0.25,42,28,24,9.0,0,0,24,2,2,22.0,24.0,0.5935,0.2336,0.1216,0.1895,0.0,0.0,0.0,131.0568,33.0967,263.4437,230.3469,148.96,0.8
cifar-10,alie,0.25,42,29,24,7.0,1,1,22,4,4,20.0,24.0,0.6315,0.2672,0.1106,0.1895,1.0,0.0,1.0,125.8828,34.3197,263.1616,228.8419,141.98,0.8
cifar-10,alie,0.25,42,30,24,9.0,1,1,22,3,3,21.0,24.0,0.6325,0.1757,0.1247,0.1895,1.0,0.0,1.0,129.6653,35.136,270.2095,235.0734,139.5,0.8
cifar-10,alie,0.25,42,31,24,6.0,1,0,23,4,4,20.0,24.0,0.5925,0.1944,0.1315,0.1895,0.0,0.0,0.0,128.3895,31.6394,254.9473,223.3078,143.68,0.8
cifar-10,alie,0.25,42,32,24,7.0,1,0,23,3,3,21.0,24.0,0.6375,0.1005,0.1134,0.1895,0.0,0.0,0.0,136.2658,24.3195,233.5438,209.2243,124.43,0.8
cifar-10,alie,0.25,42,33,24,8.0,2,1,21,5,5,19.0,24.0,0.5945,0.2642,0.1283,0.1895,1.0,0.0,1.0,117.9496,26.8359,225.2933,198.4574,140.87,0.8
cifar-10,alie,0.25,42,34,24,8.0,1,0,23,3,3,21.0,24.0,0.606,0.2412,0.1121,0.1895,0.0,0.0,0.0,139.1638,35.9009,282.7675,246.8666,145.17,0.8
cifar-10,alie,0.25,42,35,24,9.0,0,0,24,2,2,22.0,24.0,0.621,0.2014,0.1096,0.1895,0.0,0.0,0.0,134.2136,34.122,270.7014,236.5795,137.2,0.8
cifar-10,alie,0.25,42,36,24,7.0,1,1,22,3,3,21.0,24.0,0.608,0.1622,0.1199,0.1895,1.0,0.0,1.0,135.5021,29.0742,251.7988,222.7246,134.78,0.8
cifar-10,alie,0.25,42,37,24,7.0,2,1,21,5,5,19.0,24.0,0.6605,0.182,0.1254,0.1895,1.0,0.0,1.0,122.5337,28.6072,236.9626,208.3553,131.69,0.8
cifar-10,alie,0.25,42,38,24,7.0,1,1,22,2,2,22.0,24.0,0.6665,0.1395,0.0865,0.1895,1.0,0.0,1.0,130.8194,17.3968,200.4064,183.0097,119.47,0.8
cifar-10,alie,0.25,42,39,24,6.0,0,1,23,2,2,22.0,24.0,0.6705,0.1564,0.1163,0.1895,1.0,0.0,1.0,129.4261,33.4702,263.3071,229.8368,126.16,0.8
cifar-10,alie,0.25,42,40,24,6.0,0,0,24,1,1,23.0,24.0,0.681,0.1408,0.0991,0.1895,0.0,0.0,0.0,133.7489,28.1949,246.5285,218.3336,124.21,0.8
cifar-10,alie,0.25,42,41,24,6.0,0,1,23,4,4,20.0,24.0,0.6695,0.2172,0.1475,0.1895,1.0,0.0,1.0,125.2867,32.224,254.1826,221.9586,138.2,0.8
cifar-10,alie,0.25,42,42,24,6.0,0,1,23,3,3,21.0,24.0,0.676,0.17,0.1121,0.1895,1.0,0.0,1.0,125.9267,27.6303,236.4478,208.8176,135.04,0.8
cifar-10,alie,0.25,42,43,24,7.0,1,1,22,3,3,21.0,24.0,0.6845,0.2184,0.1102,0.1895,1.0,0.0,1.0,130.5811,29.3296,247.8995,218.5699,142.8,0.8
cifar-10,alie,0.25,42,44,24,7.0,1,1,22,3,3,21.0,24.0,0.685,0.1575,0.1131,0.1895,1.0,0.0,1.0,135.1131,25.7854,238.2547,212.4693,144.54,0.8
cifar-10,alie,0.25,42,45,24,8.0,1,1,22,3,3,21.0,24.0,0.675,0.2164,0.1239,0.1895,1.0,0.0,1.0,129.8316,29.3131,247.0842,217.771,141.26,0.8
cifar-10,alie,0.25,42,46,24,8.0,1,0,23,4,4,20.0,24.0,0.647,0.179,0.1205,0.1895,0.0,0.0,0.0,135.4344,32.5556,265.6567,233.1011,142.09,0.8
cifar-10,alie,0.25,42,47,24,6.0,1,2,21,2,2,22.0,24.0,0.7115,0.2004,0.1052,0.1895,2.0,0.0,2.0,139.5585,18.2996,212.757,194.4574,132.85,0.8
cifar-10,alie,0.25,42,48,24,6.0,1,1,22,3,3,21.0,24.0,0.6715,0.242,0.1255,0.1895,1.0,0.0,1.0,137.1362,31.8814,264.6619,232.7805,139.02,0.8
cifar-10,alie,0.25,42,49,24,9.0,1,0,23,4,4,20.0,24.0,0.664,0.2519,0.1132,0.1895,0.0,0.0,0.0,141.1679,37.9032,292.7809,254.8777,168.64,0.8
cifar-10,alie,0.25,42,50,24,9.0,1,1,22,5,5,19.0,24.0,0.7015,0.2203,0.1238,0.1895,1.0,0.0,1.0,127.4499,26.3236,232.7441,206.4205,141.42,0.8
cifar-10,alie,0.25,777,11,24,6.0,1,1,22,1,1,23.0,24.0,0.4475,0.1578,0.1265,0.1925,1.0,0.0,1.0,126.8393,27.0712,235.1241,208.0529,103.04,0.8
cifar-10,alie,0.25,777,12,24,8.0,0,0,24,1,1,23.0,24.0,0.419,0.2333,0.1529,0.1925,0.0,0.0,0.0,131.699,28.8435,247.0728,218.2294,111.51,0.8
cifar-10,alie,0.25,777,13,24,7.0,0,1,23,0,0,24.0,24.0,0.469,0.2294,0.1325,0.1925,1.0,0.0,1.0,126.5222,30.168,247.1944,217.0264,116.45,0.8
cifar-10,alie,0.25,777,14,24,9.0,1,1,22,4,4,20.0,24.0,0.4445,0.2663,0.1341,0.1925,1.0,0.0,1.0,128.9542,32.9549,260.7737,227.8188,124.04,0.8
cifar-10,alie,0.25,777,15,24,8.0,2,0,22,4,4,20.0,24.0,0.463,0.1442,0.1181,0.1925,0.0,0.0,0.0,132.5335,24.2999,229.733,205.4331,104.76,0.8
cifar-10,alie,0.25,777,16,24,6.0,1,1,22,3,3,21.0,24.0,0.493,0.2288,0.1289,0.1925,1.0,0.0,1.0,124.2914,35.3895,265.8495,230.46,121.23,0.8
cifar-10,alie,0.25,777,17,24,5.0,1,0,23,2,2,22.0,24.0,0.5545,0.1682,0.1278,0.1925,0.0,0.0,0.0,124.0052,24.2966,221.1916,196.895,111.61,0.8
cifar-10,alie,0.25,777,18,24,7.0,1,0,23,3,3,21.0,24.0,0.5375,0.2056,0.1331,0.1925,0.0,0.0,0.0,136.4925,32.7376,267.4429,234.7053,114.61,0.8
cifar-10,alie,0.25,777,19,24,7.0,0,0,24,2,2,22.0,24.0,0.4725,0.1487,0.1213,0.1925,0.0,0.0,0.0,125.507,25.4764,227.4127,201.9363,111.28,0.8
cifar-10,alie,0.25,777,20,24,7.0,1,0,23,4,4,20.0,24.0,0.5315,0.257,0.1382,0.1925,0.0,0.0,0.0,134.49,35.1704,275.1716,240.0012,132.4,0.8
cifar-10,alie,0.25,777,21,24,8.0,0,1,23,2,2,22.0,24.0,0.546,0.1977,0.1236,0.1925,1.0,0.0,1.0,129.4559,34.9046,269.0743,234.1697,124.95,0.8
cifar-10,alie,0.25,777,22,24,8.0,1,1,22,1,1,23.0,24.0,0.517,0.1791,0.1167,0.1925,1.0,0.0,1.0,140.1847,28.5644,254.4422,225.8778,129.88,0.8
cifar-10,alie,0.25,777,23,24,5.0,0,1,23,0,0,24.0,24.0,0.5865,0.143,0.1109,0.1925,1.0,0.0,1.0,127.91,25.5872,230.2587,204.6715,111.96,0.8
cifar-10,alie,0.25,777,24,24,9.0,1,0,23,2,2,22.0,24.0,0.604,0.198,0.11,0.1925,0.0,0.0,0.0,130.2672,35.5251,272.3678,236.8427,132.59,0.8
cifar-10,alie,0.25,777,25,24,8.0,0,1,23,1,1,23.0,24.0,0.5735,0.1914,0.1304,0.1925,1.0,0.0,1.0,125.5286,28.3382,238.8812,210.5431,126.91,0.8
cifar-10,alie,0.25,777,26,24,7.0,0,0,24,2,2,22.0,24.0,0.598,0.1489,0.1092,0.1925,0.0,0.0,0.0,137.1149,33.6393,271.6722,238.0328,120.74,0.8
cifar-10,alie,0.25,777,27,24,5.0,1,0,23,3,3,21.0,24.0,0.6105,0.2138,0.1213,0.1925,0.0,0.0,0.0,128.7988,32.8918,260.3659,227.4741,134.3,0.8
cifar-10,alie,0.25,777,28,24,7.0,1,0,23,2,2,22.0,24.0,0.647,0.1801,0.1024,0.1925,0.0,0.0,0.0,128.7037,33.1822,261.4327,228.2504,130.48,0.8
cifar-10,alie,0.25,777,29,24,8.0,1,0,23,2,2,22.0,24.0,0.655,0.2339,0.1281,0.1925,0.0,0.0,0.0,128.2162,34.0586,264.4508,230.3922,130.83,0.8
cifar-10,alie,0.25,777,30,24,5.0,1,0,23,3,3,21.0,24.0,0.651,0.1347,0.1065,0.1925,0.0,0.0,0.0,124.9875,24.5992,223.3842,198.785,115.84,0.8
cifar-10,alie,0.25,777,31,24,6.0,1,0,23,3,3,21.0,24.0,0.647,0.2048,0.1302,0.1925,0.0,0.0,0.0,127.1438,33.2627,260.1945,226.9318,124.39,0.8
cifar-10,alie,0.25,777,32,24,6.0,0,1,23,0,0,24.0,24.0,0.672,0.1779,0.1034,0.1925,1.0,0.0,1.0,127.4269,29.6014,245.8326,216.2311,121.5,0.8
cifar-10,alie,0.25,777,33,24,7.0,1,1,22,1,1,23.0,24.0,0.669,0.201,0.101,0.1925,1.0,0.0,1.0,138.5022,29.6923,257.2712,227.579,127.15,0.8
cifar-10,alie,0.25,777,34,24,5.0,1,0,23,2,2,22.0,24.0,0.6665,0.2051,0.1083,0.1925,0.0,0.0,0.0,126.3362,31.7591,253.3727,221.6136,138.76,0.8
cifar-10,alie,0.25,777,35,24,8.0,1,1,22,3,3,21.0,24.0,0.6475,0.2212,0.115,0.1925,1.0,0.0,1.0,126.8708,34.9627,266.7218,231.759,140.39,0.8
cifar-10,alie,0.25,777,36,24,6.0,0,1,23,1,1,23.0,24.0,0.6545,0.2498,0.115,0.1925,1.0,0.0,1.0,135.231,33.6704,269.9128,236.2423,137.63,0.8
cifar-10,alie,0.25,777,37,24,11.0,0,1,23,1,1,23.0,24.0,0.661,0.21,0.1147,0.1925,1.0,0.0,1.0,134.4567,29.2963,251.642,222.3456,135.24,0.8
cifar-10,alie,0.25,777,38,24,8.0,1,0,23,2,2,22.0,24.0,0.6645,0.1768,0.1092,0.1925,0.0,0.0,0.0,138.4018,33.2957,271.5848,238.289,128.79,0.8
cifar-10,alie,0.25,777,39,24,7.0,0,0,24,2,2,22.0,24.0,0.6565,0.1464,0.1135,0.1925,0.0,0.0,0.0,127.6928,23.7767,222.7997,199.0229,124.39,0.8
cifar-10,alie,0.25,777,40,24,5.0,0,0,24,2,2,22.0,24.0,0.693,0.1701,0.1118,0.1925,0.0,0.0,0.0,125.8917,26.7715,232.9779,206.2063,125.38,0.8
cifar-10,alie,0.25,777,41,24,8.0,0,1,23,4,4,20.0,24.0,0.677,0.2548,0.1106,0.1925,1.0,0.0,1.0,120.2485,34.1924,257.0182,222.8258,132.44,0.8
cifar-10,alie,0.25,777,42,24,7.0,1,1,22,2,2,22.0,24.0,0.7155,0.1692,0.1094,0.1925,1.0,0.0,1.0,126.2086,19.8384,205.5623,185.7239,113.42,0.8
cifar-10,alie,0.25,777,43,24,6.0,1,0,23,2,2,22.0,24.0,0.7085,0.2272,0.1011,0.1925,0.0,0.0,0.0,125.9967,24.4936,223.9712,199.4776,131.65,0.8
cifar-10,alie,0.25,777,44,24,5.0,0,2,22,1,1,23.0,24.0,0.6835,0.1612,0.0978,0.1925,2.0,0.0,2.0,128.3551,27.2872,237.504,210.2168,125.54,0.8
cifar-10,alie,0.25,777,45,24,8.0,1,0,23,4,4,20.0,24.0,0.704,0.2654,0.1177,0.1925,0.0,0.0,0.0,119.9873,41.8988,287.5823,245.6835,135.79,0.8
cifar-10,alie,0.25,777,46,24,10.0,1,0,23,1,1,23.0,24.0,0.6745,0.225,0.1057,0.1925,0.0,0.0,0.0,136.7116,36.2828,281.8427,245.5599,146.45,0.8
cifar-10,alie,0.25,777,47,24,8.0,1,0,23,3,3,21.0,24.0,0.721,0.2187,0.1065,0.1925,0.0,0.0,0.0,129.8733,30.584,252.2093,221.6253,138.43,0.8
cifar-10,alie,0.25,777,48,24,7.0,0,1,23,3,3,21.0,24.0,0.6975,0.2137,0.1108,0.1925,1.0,0.0,1.0,126.5677,33.6641,261.2239,227.5599,137.68,0.8
cifar-10,alie,0.25,777,49,24,5.0,3,1,20,5,5,19.0,24.0,0.725,0.147,0.1022,0.1925,1.0,0.0,1.0,137.4953,18.2332,210.4281,192.1949,113.87,0.8
cifar-10,alie,0.25,777,50,24,4.0,0,0,24,0,0,24.0,24.0,0.721,0.2058,0.09,0.1925,0.0,0.0,0.0,125.6221,28.3971,239.2107,210.8135,124.6,0.8
cifar-10,alie,0.5,123,11,24,7.0,2,1,21,3,3,20.0,24.0,0.527,0.0941,0.1159,0.1297,1.0,0.0,1.0,135.3734,12.4094,185.0112,172.6017,98.89,0.8
cifar-10,alie,0.5,123,12,24,8.0,1,2,21,3,3,20.0,24.0,0.522,0.1038,0.1206,0.1297,2.0,0.0,2.0,127.3777,12.6535,177.9916,165.3381,99.85,0.8
cifar-10,alie,0.5,123,13,24,7.0,3,2,19,5,5,19.0,24.0,0.547,0.1564,0.1147,0.1297,2.0,0.0,2.0,127.1102,13.3082,180.343,167.0348,106.32,0.8
cifar-10,alie,0.5,123,14,24,5.0,1,1,22,2,2,22.0,24.0,0.557,0.1368,0.1114,0.1297,1.0,0.0,1.0,136.8089,13.7903,191.9703,178.18,109.63,0.8
cifar-10,alie,0.5,123,15,24,8.0,1,1,22,1,1,21.0,24.0,0.517,0.0809,0.1043,0.1297,1.0,0.0,1.0,136.429,12.4949,186.4086,173.9137,104.09,0.8
cifar-10,alie,0.5,123,16,24,6.0,1,0,23,2,2,22.0,24.0,0.554,0.1538,0.1089,0.1297,0.0,0.0,0.0,123.9157,14.7391,182.872,168.1329,102.03,0.8
cifar-10,alie,0.5,123,17,24,8.0,3,0,21,4,4,19.0,24.0,0.5965,0.1761,0.1222,0.1297,0.0,0.0,0.0,129.7825,13.4266,183.489,170.0624,115.43,0.8
cifar-10,alie,0.5,123,18,24,8.0,0,3,21,2,2,21.0,24.0,0.608,0.1344,0.1043,0.1297,3.0,0.0,3.0,132.6569,16.3169,197.9247,181.6077,117.07,0.8
cifar-10,alie,0.5,123,19,24,6.0,0,3,21,2,2,22.0,24.0,0.6105,0.2218,0.0853,0.1297,3.0,0.0,3.0,134.5699,14.5474,192.7595,178.2121,126.13,0.8
cifar-10,alie,0.5,123,20,24,3.0,1,2,21,1,1,22.0,24.0,0.6415,0.2176,0.1005,0.1297,2.0,0.0,2.0,134.9704,14.3044,192.1879,177.8835,129.06,0.8
cifar-10,alie,0.5,123,21,24,8.0,1,0,23,3,3,17.0,24.0,0.627,0.0975,0.1038,0.1297,0.0,0.0,0.0,138.2745,17.4579,208.1061,190.6482,118.38,0.8
cifar-10,alie,0.5,123,22,24,7.0,2,2,20,3,3,21.0,24.0,0.629,0.1488,0.0921,0.1297,2.0,0.0,2.0,131.1224,14.2396,188.0807,173.8411,107.53,0.8
cifar-10,alie,0.5,123,23,24,5.0,1,0,23,1,1,23.0,24.0,0.6545,0.192,0.0991,0.1297,0.0,0.0,0.0,135.6318,19.2674,212.7015,193.4341,127.92,0.8
cifar-10,alie,0.5,123,24,24,8.0,1,2,21,1,1,23.0,24.0,0.671,0.2424,0.0896,0.1297,2.0,0.0,2.0,138.0523,16.3346,203.3907,187.0561,133.25,0.8
cifar-10,alie,0.5,123,25,24,5.0,0,1,23,1,1,23.0,24.0,0.666,0.1662,0.0977,0.1297,1.0,0.0,1.0,124.9498,21.0458,209.1329,188.0871,129.02,0.8
cifar-10,alie,0.5,123,26,24,6.0,0,2,22,2,2,22.0,24.0,0.6655,0.1694,0.1068,0.1297,2.0,0.0,2.0,136.6945,16.5329,202.8263,186.2933,128.26,0.8
cifar-10,alie,0.5,123,27,24,6.0,1,1,22,2,2,22.0,24.0,0.695,0.1863,0.0875,0.1297,1.0,0.0,1.0,135.6643,17.1854,204.406,187.2206,131.99,0.8
cifar-10,alie,0.5,123,28,24,7.0,0,2,22,2,2,22.0,24.0,0.6765,0.2322,0.1108,0.1297,2.0,0.0,2.0,130.4391,14.4323,188.1682,173.7359,143.38,0.8
cifar-10,alie,0.5,123,29,24,8.0,2,1,21,3,3,21.0,24.0,0.7,0.2036,0.1069,0.1297,1.0,0.0,1.0,137.9903,12.1937,186.7652,174.5715,135.91,0.8
cifar-10,alie,0.5,123,30,24,6.0,0,2,22,0,0,24.0,24.0,0.6735,0.1739,0.0897,0.1297,2.0,0.0,2.0,137.9608,13.8081,193.1934,179.3852,128.31,0.8
cifar-10,alie,0.5,123,31,24,4.0,0,3,21,1,1,23.0,24.0,0.6785,0.2248,0.0999,0.1297,3.0,0.0,3.0,137.0431,15.0647,197.3019,182.2372,131.06,0.8
cifar-10,alie,0.5,123,32,24,5.0,1,1,22,1,1,22.0,24.0,0.695,0.1638,0.0966,0.1297,1.0,0.0,1.0,133.5998,13.9696,189.4784,175.5087,128.58,0.8
cifar-10,alie,0.5,123,33,24,7.0,1,0,23,2,2,21.0,24.0,0.689,0.1433,0.0914,0.1297,0.0,0.0,0.0,139.9929,17.946,211.7769,193.8309,133.1,0.8
cifar-10,alie,0.5,123,34,24,8.0,1,0,23,2,2,22.0,24.0,0.687,0.1637,0.098,0.1297,0.0,0.0,0.0,137.8589,16.4937,203.8336,187.3399,141.62,0.8
cifar-10,alie,0.5,123,35,24,10.0,1,0,23,3,3,21.0,24.0,0.7115,0.1871,0.0992,0.1297,0.0,0.0,0.0,134.4189,17.8342,205.7559,187.9217,131.72,0.8
cifar-10,alie,0.5,123,36,24,9.0,1,1,22,2,2,22.0,24.0,0.6835,0.1563,0.0922,0.1297,1.0,0.0,1.0,137.2486,14.0528,193.4599,179.4071,124.49,0.8
cifar-10,alie,0.5,123,37,24,9.0,1,0,23,3,3,21.0,24.0,0.695,0.1703,0.0814,0.1297,0.0,0.0,0.0,139.296,17.3487,208.6907,191.342,133.74,0.8
cifar-10,alie,0.5,123,38,24,9.0,1,0,23,1,1,22.0,24.0,0.696,0.1841,0.091,0.1297,0.0,0.0,0.0,136.7614,17.6117,207.2083,189.5966,133.53,0.8
cifar-10,alie,0.5,123,39,24,8.0,1,1,22,3,3,21.0,24.0,0.6945,0.1638,0.1016,0.1297,1.0,0.0,1.0,136.7497,11.2915,181.9157,170.6242,131.18,0.8
cifar-10,alie,0.5,123,40,24,7.0,2,0,22,3,3,21.0,24.0,0.6865,0.1532,0.0873,0.1297,0.0,0.0,0.0,136.4942,11.4534,182.3078,170.8544,114.13,0.8
cifar-10,alie,0.5,123,41,24,11.0,1,2,21,3,3,21.0,24.0,0.671,0.168,0.1132,0.1297,2.0,0.0,2.0,138.2268,13.2686,191.3013,178.0327,141.95,0.8
cifar-10,alie,0.5,123,42,24,7.0,1,1,22,3,3,21.0,24.0,0.699,0.2283,0.0862,0.1297,1.0,0.0,1.0,133.7672,15.8365,197.1131,181.2766,138.47,0.8
cifar-10,alie,0.5,123,43,24,6.0,0,0,24,2,2,22.0,24.0,0.716,0.1899,0.1024,0.1297,0.0,0.0,0.0,136.138,17.3604,205.5797,188.2193,143.02,0.8
cifar-10,alie,0.5,123,44,24,9.0,1,0,23,3,3,21.0,24.0,0.7225,0.1757,0.0974,0.1297,0.0,0.0,0.0,130.9266,20.3833,212.46,192.0767,139.59,0.8
cifar-10,alie,0.5,123,45,24,7.0,1,3,20,3,3,21.0,24.0,0.729,0.1724,0.0846,0.1297,3.0,0.0,3.0,133.5484,16.9901,201.5087,184.5186,127.38,0.8
cifar-10,alie,0.5,123,46,24,6.0,1,0,23,2,2,22.0,24.0,0.741,0.151,0.0754,0.1297,0.0,0.0,0.0,138.8017,18.987,214.7496,195.7626,124.41,0.8
